dataset,breeds_name,testset,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,living17,imagenet_val_source,0.565294,0.448824,0.436058,0.435884,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.575294,0.438824,0.426058,0.425884,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.585294,0.428824,0.416058,0.415884,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.595294,0.418824,0.406058,0.405884,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.605294,0.408824,0.396058,0.395884,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.615294,0.398824,0.386058,0.385884,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.625882,0.388235,0.375470,0.375296,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.635882,0.378235,0.365470,0.365296,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.645882,0.368235,0.355470,0.355296,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.655882,0.358235,0.345470,0.345296,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.665882,0.348235,0.335470,0.335296,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.675882,0.338235,0.325470,0.325296,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.685882,0.328235,0.315470,0.315296,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.696471,0.317647,0.304881,0.304707,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.706471,0.307647,0.294881,0.294707,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.716471,0.297647,0.284881,0.284707,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.726471,0.287647,0.274881,0.274707,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.736471,0.277647,0.264881,0.264707,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.746471,0.267647,0.254881,0.254707,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.757059,0.257059,0.244293,0.244119,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.767059,0.247059,0.234293,0.234119,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.777059,0.237059,0.224293,0.224119,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.787059,0.227059,0.214293,0.214119,0.000000,0.000000,0.001250
