dataset,breeds_name,testset,logit_threshold,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,entity13,corr_target_saturate_sev2,7.080004,0.424154,0.717846,0.648015,0.728084,0.144129,0.124475,0.121737
breeds,entity13,corr_target_saturate_sev2,7.182417,0.434154,0.715846,0.647430,0.725404,0.138357,0.120207,0.117120
breeds,entity13,corr_target_saturate_sev2,7.272014,0.444308,0.710615,0.644932,0.720233,0.133996,0.117920,0.114736
breeds,entity13,corr_target_saturate_sev2,7.357603,0.454462,0.704154,0.642589,0.718306,0.129331,0.112574,0.113350
breeds,entity13,corr_target_saturate_sev2,7.430612,0.464462,0.699385,0.639948,0.714853,0.124876,0.108564,0.110792
breeds,entity13,corr_target_saturate_sev2,7.519771,0.474615,0.695692,0.636913,0.710980,0.120514,0.104685,0.106850
breeds,entity13,corr_target_saturate_sev2,7.591494,0.484769,0.689846,0.632706,0.705215,0.117118,0.102489,0.104776
breeds,entity13,corr_target_saturate_sev2,7.691882,0.494769,0.684462,0.630181,0.702006,0.112039,0.097797,0.102159
breeds,entity13,corr_target_saturate_sev2,7.790228,0.504923,0.681385,0.627930,0.696307,0.106355,0.095303,0.097175
breeds,entity13,corr_target_saturate_sev2,7.877563,0.514923,0.674769,0.624152,0.690214,0.102135,0.093241,0.095782
breeds,entity13,corr_target_saturate_sev2,7.963493,0.525077,0.668615,0.619403,0.683985,0.098628,0.091102,0.093467
breeds,entity13,corr_target_saturate_sev2,8.053501,0.535231,0.663077,0.615332,0.678080,0.094239,0.088521,0.090579
breeds,entity13,corr_target_saturate_sev2,8.161213,0.545231,0.657692,0.610272,0.672737,0.090879,0.085348,0.087589
breeds,entity13,corr_target_saturate_sev2,8.248182,0.555385,0.652154,0.604538,0.665139,0.087984,0.084423,0.084429
breeds,entity13,corr_target_saturate_sev2,8.342088,0.565538,0.645385,0.598637,0.659110,0.085146,0.081648,0.082336
breeds,entity13,corr_target_saturate_sev2,8.441977,0.575538,0.638154,0.593685,0.653889,0.081206,0.077942,0.080761
breeds,entity13,corr_target_saturate_sev2,8.547663,0.585692,0.631385,0.587369,0.648499,0.078564,0.074104,0.078918
breeds,entity13,corr_target_saturate_sev2,8.665681,0.595846,0.624923,0.580649,0.642413,0.076291,0.070934,0.076484
breeds,entity13,corr_target_saturate_sev2,8.765394,0.605846,0.618000,0.575857,0.635224,0.071620,0.069167,0.074551
breeds,entity13,corr_target_saturate_sev2,8.869420,0.616000,0.609385,0.569719,0.629529,0.068284,0.065190,0.073651
breeds,entity13,corr_target_saturate_sev2,8.961672,0.626154,0.603538,0.562290,0.622119,0.066495,0.063291,0.070637
breeds,entity13,corr_target_saturate_sev2,9.078078,0.636154,0.596615,0.557460,0.616444,0.061217,0.059087,0.068430
breeds,entity13,corr_target_saturate_sev2,9.202365,0.646308,0.590154,0.550594,0.609663,0.058328,0.056015,0.065217
breeds,entity13,corr_target_saturate_sev2,9.334819,0.656462,0.582154,0.544383,0.602666,0.054313,0.053077,0.063612
breeds,entity13,corr_target_saturate_sev2,9.436124,0.666462,0.576462,0.537219,0.594875,0.051689,0.051357,0.059474
breeds,entity13,corr_target_saturate_sev2,9.538342,0.676615,0.567846,0.529809,0.588074,0.049069,0.047785,0.058687
breeds,entity13,corr_target_saturate_sev2,9.654552,0.686615,0.560000,0.522209,0.580724,0.046807,0.045082,0.057361
breeds,entity13,corr_target_saturate_sev2,9.762516,0.696769,0.552000,0.514857,0.573012,0.043753,0.042564,0.055446
breeds,entity13,corr_target_saturate_sev2,9.865088,0.706923,0.543077,0.507376,0.564960,0.040709,0.040453,0.054359
breeds,entity13,corr_target_saturate_sev2,9.955811,0.716923,0.535846,0.499178,0.557374,0.038965,0.037619,0.052603
breeds,entity13,corr_target_saturate_sev2,10.081016,0.727077,0.528154,0.491441,0.548635,0.035986,0.036426,0.050056
breeds,entity13,corr_target_saturate_sev2,10.185637,0.737231,0.519231,0.482410,0.539913,0.035241,0.035109,0.049661
breeds,entity13,corr_target_saturate_sev2,10.288998,0.747231,0.511077,0.473245,0.531534,0.034984,0.033291,0.047995
breeds,entity13,corr_target_saturate_sev2,10.414647,0.757385,0.504000,0.464549,0.522997,0.033443,0.031352,0.043071
breeds,entity13,corr_target_saturate_sev2,10.561067,0.767538,0.495077,0.456669,0.515764,0.030014,0.026441,0.042941
breeds,entity13,corr_target_saturate_sev2,10.653679,0.777538,0.487538,0.448735,0.506292,0.026719,0.026441,0.039229
breeds,entity13,corr_target_saturate_sev2,10.791765,0.787692,0.477692,0.440297,0.497764,0.023956,0.023878,0.039229
breeds,entity13,corr_target_saturate_sev2,10.915683,0.797846,0.467846,0.431158,0.488567,0.022648,0.022710,0.039229
breeds,entity13,corr_target_saturate_sev2,11.037745,0.807846,0.458769,0.423083,0.480317,0.018819,0.019339,0.039229
breeds,entity13,corr_target_saturate_sev2,11.139780,0.818000,0.449846,0.413516,0.470739,0.018257,0.018836,0.039229
breeds,entity13,corr_target_saturate_sev2,11.273292,0.828154,0.440615,0.404470,0.461873,0.016111,0.016202,0.039229
breeds,entity13,corr_target_saturate_sev2,11.412651,0.838154,0.431846,0.395088,0.452197,0.015197,0.016202,0.038973
breeds,entity13,corr_target_saturate_sev2,11.569032,0.848308,0.423538,0.385243,0.442372,0.015197,0.016202,0.035070
breeds,entity13,corr_target_saturate_sev2,11.721554,0.858308,0.414154,0.375911,0.432905,0.013912,0.015464,0.033811
breeds,entity13,corr_target_saturate_sev2,11.890204,0.868462,0.406462,0.366666,0.424053,0.011533,0.011710,0.029002
breeds,entity13,corr_target_saturate_sev2,12.036242,0.878615,0.398462,0.356994,0.414210,0.010513,0.011407,0.022699
breeds,entity13,corr_target_saturate_sev2,12.181953,0.888615,0.388769,0.347204,0.404438,0.010513,0.011407,0.022699
breeds,entity13,corr_target_saturate_sev2,12.351622,0.898769,0.378615,0.337263,0.394516,0.010513,0.011407,0.022699
breeds,entity13,corr_target_saturate_sev2,12.566151,0.908923,0.369385,0.327535,0.384844,0.009347,0.010033,0.022699
breeds,entity13,corr_target_saturate_sev2,12.838671,0.918923,0.359692,0.318126,0.375488,0.006856,0.007299,0.022699
breeds,entity13,corr_target_saturate_sev2,13.114286,0.929077,0.349846,0.308528,0.365936,0.003922,0.004107,0.022699
breeds,entity13,corr_target_saturate_sev2,13.420415,0.939231,0.339692,0.298660,0.356087,0.002226,0.002278,0.022699
breeds,entity13,corr_target_saturate_sev2,13.776166,0.949231,0.330308,0.288704,0.346133,0.002226,0.002278,0.022699
breeds,entity13,corr_target_saturate_sev2,14.119594,0.959385,0.321385,0.278596,0.336025,0.002226,0.002278,0.022388
breeds,entity13,corr_target_saturate_sev2,14.540477,0.969538,0.312154,0.268487,0.325918,0.002226,0.002278,0.014563
breeds,entity13,corr_target_saturate_sev2,15.140905,0.979538,0.302154,0.258623,0.316057,0.000000,0.000000,0.014563
breeds,entity13,corr_target_saturate_sev2,16.158800,0.989692,0.292000,0.248469,0.305903,0.000000,0.000000,0.014563
breeds,entity13,corr_target_saturate_sev2,23.201595,0.999846,0.282769,0.238315,0.295749,0.000000,0.000000,0.000000
breeds,entity13,corr_target_saturate_sev3,0.993578,0.000000,0.752615,0.803805,0.750240,0.196195,0.249760,0.247385
breeds,entity13,corr_target_saturate_sev3,2.982809,0.010000,0.756769,0.798820,0.754815,0.195644,0.244922,0.242697
breeds,entity13,corr_target_saturate_sev3,3.329880,0.020154,0.762000,0.793543,0.761033,0.195183,0.239105,0.237325
breeds,entity13,corr_target_saturate_sev3,3.633189,0.030154,0.764923,0.790095,0.762156,0.193818,0.235836,0.233111
breeds,entity13,corr_target_saturate_sev3,3.818651,0.040308,0.768308,0.784633,0.764476,0.193424,0.231833,0.228599
breeds,entity13,corr_target_saturate_sev3,4.005807,0.050462,0.769538,0.780087,0.770705,0.192539,0.225685,0.225049
breeds,entity13,corr_target_saturate_sev3,4.166885,0.060462,0.774000,0.775646,0.773896,0.191630,0.221067,0.219748
breeds,entity13,corr_target_saturate_sev3,4.316149,0.070615,0.777077,0.772145,0.777874,0.190145,0.215879,0.214995
breeds,entity13,corr_target_saturate_sev3,4.450059,0.080769,0.778000,0.767903,0.779296,0.189029,0.211968,0.211381
breeds,entity13,corr_target_saturate_sev3,4.584721,0.090769,0.779385,0.764848,0.781924,0.187289,0.207354,0.207445
breeds,entity13,corr_target_saturate_sev3,4.728604,0.100923,0.778769,0.763620,0.784766,0.184440,0.202469,0.204413
breeds,entity13,corr_target_saturate_sev3,4.853456,0.111077,0.779692,0.759916,0.787535,0.182919,0.197513,0.200519
breeds,entity13,corr_target_saturate_sev3,4.985679,0.121077,0.781077,0.758527,0.789591,0.180102,0.192902,0.196394
breeds,entity13,corr_target_saturate_sev3,5.087820,0.131231,0.783231,0.754944,0.790043,0.178425,0.189053,0.191504
breeds,entity13,corr_target_saturate_sev3,5.189135,0.141385,0.783538,0.751159,0.787786,0.176826,0.186689,0.187780
breeds,entity13,corr_target_saturate_sev3,5.304639,0.151385,0.785846,0.748949,0.789622,0.174320,0.181916,0.182741
breeds,entity13,corr_target_saturate_sev3,5.406760,0.161538,0.786769,0.746138,0.791292,0.172053,0.177068,0.178349
breeds,entity13,corr_target_saturate_sev3,5.516668,0.171538,0.786923,0.744795,0.790264,0.168904,0.173790,0.174341
breeds,entity13,corr_target_saturate_sev3,5.601723,0.181692,0.787231,0.740416,0.790681,0.167472,0.169488,0.170145
breeds,entity13,corr_target_saturate_sev3,5.680763,0.191846,0.788154,0.736129,0.790023,0.165947,0.165742,0.165429
breeds,entity13,corr_target_saturate_sev3,5.799244,0.201846,0.786154,0.736086,0.789014,0.161788,0.162186,0.162490
breeds,entity13,corr_target_saturate_sev3,5.889588,0.212000,0.784000,0.732989,0.788036,0.159395,0.158454,0.159352
breeds,entity13,corr_target_saturate_sev3,5.984059,0.222154,0.780923,0.729759,0.782982,0.157025,0.157244,0.156979
breeds,entity13,corr_target_saturate_sev3,6.087683,0.232154,0.780769,0.727234,0.781946,0.154202,0.153455,0.152644
breeds,entity13,corr_target_saturate_sev3,6.185901,0.242308,0.779538,0.723959,0.778835,0.151730,0.150864,0.148772
breeds,entity13,corr_target_saturate_sev3,6.274315,0.252462,0.777692,0.721888,0.777818,0.148384,0.146802,0.145208
breeds,entity13,corr_target_saturate_sev3,6.360146,0.262462,0.774769,0.719434,0.772799,0.145280,0.145415,0.142381
breeds,entity13,corr_target_saturate_sev3,6.436028,0.272615,0.771077,0.715326,0.770674,0.143153,0.141926,0.139958
breeds,entity13,corr_target_saturate_sev3,6.538514,0.282769,0.770154,0.713980,0.767175,0.139039,0.139296,0.135506
breeds,entity13,corr_target_saturate_sev3,6.630218,0.292769,0.765385,0.711707,0.765998,0.135542,0.135028,0.133754
breeds,entity13,corr_target_saturate_sev3,6.705732,0.302923,0.759846,0.708660,0.762520,0.132419,0.132207,0.132363
breeds,entity13,corr_target_saturate_sev3,6.781662,0.313077,0.751846,0.703883,0.757561,0.130463,0.130380,0.132226
breeds,entity13,corr_target_saturate_sev3,6.863102,0.323077,0.746769,0.700211,0.755459,0.127716,0.126472,0.131017
breeds,entity13,corr_target_saturate_sev3,6.961926,0.333231,0.742462,0.697845,0.753288,0.123820,0.122412,0.128571
breeds,entity13,corr_target_saturate_sev3,7.089573,0.343231,0.739846,0.698036,0.751449,0.117947,0.118063,0.125000
breeds,entity13,corr_target_saturate_sev3,7.170812,0.353385,0.735538,0.694335,0.749752,0.114810,0.113377,0.122473
breeds,entity13,corr_target_saturate_sev3,7.262229,0.363538,0.730000,0.689732,0.744291,0.112281,0.111499,0.120773
breeds,entity13,corr_target_saturate_sev3,7.346619,0.373538,0.724923,0.686282,0.740530,0.108846,0.108299,0.118831
breeds,entity13,corr_target_saturate_sev3,7.437375,0.383692,0.718769,0.683344,0.736587,0.104785,0.105045,0.117077
breeds,entity13,corr_target_saturate_sev3,7.539428,0.393846,0.713538,0.678892,0.732616,0.101836,0.101704,0.115394
breeds,entity13,corr_target_saturate_sev3,7.623831,0.403846,0.711846,0.674406,0.729047,0.098920,0.098017,0.110452
breeds,entity13,corr_target_saturate_sev3,7.713809,0.414000,0.706000,0.669328,0.724492,0.096303,0.094939,0.108661
breeds,entity13,corr_target_saturate_sev3,7.803022,0.424154,0.698615,0.665156,0.717698,0.092807,0.093695,0.107864
