dataset,breeds_name,testset,logit_threshold,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,entity13,corr_source_defocus_blur_sev2,10.401149,0.656462,0.516000,0.533050,0.556012,0.022999,0.027391,0.010227
breeds,entity13,corr_source_defocus_blur_sev2,10.512430,0.666462,0.506923,0.523879,0.547178,0.022445,0.026465,0.009195
breeds,entity13,corr_source_defocus_blur_sev2,10.633224,0.676615,0.497385,0.515005,0.538627,0.021172,0.024818,0.008507
breeds,entity13,corr_source_defocus_blur_sev2,10.725567,0.686615,0.488308,0.505954,0.529284,0.020333,0.024561,0.007257
breeds,entity13,corr_source_defocus_blur_sev2,10.854675,0.696769,0.478769,0.496548,0.520551,0.019781,0.023041,0.006566
breeds,entity13,corr_source_defocus_blur_sev2,10.987785,0.706923,0.468923,0.487322,0.511248,0.018884,0.022388,0.006119
breeds,entity13,corr_source_defocus_blur_sev2,11.099403,0.716923,0.458923,0.478202,0.503393,0.017995,0.019391,0.006119
breeds,entity13,corr_source_defocus_blur_sev2,11.218051,0.727077,0.448769,0.470485,0.495048,0.014201,0.016797,0.006119
breeds,entity13,corr_source_defocus_blur_sev2,11.349796,0.737231,0.438615,0.461229,0.485508,0.013042,0.016279,0.006119
breeds,entity13,corr_source_defocus_blur_sev2,11.509872,0.747231,0.428615,0.451725,0.476169,0.012577,0.015616,0.006119
breeds,entity13,corr_source_defocus_blur_sev2,11.651073,0.757385,0.418769,0.443110,0.468056,0.009931,0.012063,0.006119
breeds,entity13,corr_source_defocus_blur_sev2,11.791106,0.767538,0.408923,0.433672,0.458836,0.008826,0.010582,0.006119
breeds,entity13,corr_source_defocus_blur_sev2,11.915403,0.777538,0.399538,0.424195,0.450045,0.008046,0.008339,0.005366
breeds,entity13,corr_source_defocus_blur_sev2,12.070465,0.787692,0.389385,0.414754,0.440265,0.006752,0.007857,0.005366
breeds,entity13,corr_source_defocus_blur_sev2,12.237915,0.797846,0.379231,0.405066,0.430699,0.005939,0.006798,0.005366
breeds,entity13,corr_source_defocus_blur_sev2,12.350962,0.807846,0.369538,0.395565,0.421318,0.004951,0.005542,0.005366
breeds,entity13,corr_source_defocus_blur_sev2,12.466269,0.818000,0.359385,0.385512,0.411276,0.004951,0.005542,0.005366
breeds,entity13,corr_source_defocus_blur_sev2,12.606411,0.828154,0.349538,0.375458,0.401235,0.004951,0.005542,0.005172
breeds,entity13,corr_source_defocus_blur_sev2,12.764353,0.838154,0.339538,0.365557,0.391346,0.004951,0.005542,0.005172
breeds,entity13,corr_source_defocus_blur_sev2,12.942942,0.848308,0.329385,0.355504,0.381305,0.004951,0.005542,0.005172
breeds,entity13,corr_source_defocus_blur_sev2,13.086994,0.858308,0.319692,0.345603,0.371415,0.004951,0.005542,0.005172
breeds,entity13,corr_source_defocus_blur_sev2,13.264088,0.868462,0.309538,0.335550,0.361374,0.004951,0.005542,0.005172
breeds,entity13,corr_source_defocus_blur_sev2,13.428981,0.878615,0.299692,0.325496,0.351333,0.004951,0.005542,0.004785
breeds,entity13,corr_source_defocus_blur_sev2,13.640699,0.888615,0.289692,0.315595,0.341444,0.004951,0.005542,0.004785
breeds,entity13,corr_source_defocus_blur_sev2,13.895674,0.898769,0.279538,0.305542,0.331402,0.004951,0.005542,0.004785
breeds,entity13,corr_source_defocus_blur_sev2,14.077345,0.908923,0.269385,0.295612,0.321525,0.004276,0.004644,0.004785
breeds,entity13,corr_source_defocus_blur_sev2,14.362693,0.918923,0.259385,0.286107,0.312067,0.001751,0.001876,0.004785
breeds,entity13,corr_source_defocus_blur_sev2,14.637924,0.929077,0.249538,0.275988,0.301951,0.001751,0.001876,0.004785
breeds,entity13,corr_source_defocus_blur_sev2,14.915336,0.939231,0.239385,0.266083,0.292063,0.000000,0.000000,0.004785
breeds,entity13,corr_source_defocus_blur_sev2,15.257895,0.949231,0.229385,0.256083,0.282063,0.000000,0.000000,0.004785
breeds,entity13,corr_source_defocus_blur_sev2,15.585497,0.959385,0.219231,0.245929,0.271909,0.000000,0.000000,0.004785
breeds,entity13,corr_source_defocus_blur_sev2,16.118237,0.969538,0.209385,0.235775,0.261755,0.000000,0.000000,0.004785
breeds,entity13,corr_source_defocus_blur_sev2,16.633055,0.979538,0.200000,0.225775,0.251755,0.000000,0.000000,0.000000
breeds,entity13,corr_source_defocus_blur_sev2,17.650331,0.989692,0.189846,0.215621,0.241601,0.000000,0.000000,0.000000
breeds,entity13,corr_source_defocus_blur_sev2,21.135103,0.999846,0.179692,0.205467,0.231448,0.000000,0.000000,0.000000
breeds,entity13,corr_source_defocus_blur_sev3,0.755335,0.000000,0.669231,0.605849,0.590022,0.394151,0.409978,0.330769
breeds,entity13,corr_source_defocus_blur_sev3,1.838335,0.010000,0.676154,0.606191,0.599856,0.392909,0.404102,0.325563
breeds,entity13,corr_source_defocus_blur_sev3,2.133577,0.020154,0.681077,0.607807,0.609991,0.390975,0.397937,0.321193
breeds,entity13,corr_source_defocus_blur_sev3,2.370644,0.030154,0.685846,0.611198,0.619623,0.388102,0.391919,0.316891
breeds,entity13,corr_source_defocus_blur_sev3,2.514584,0.040308,0.690154,0.611898,0.627179,0.386554,0.386839,0.312761
breeds,entity13,corr_source_defocus_blur_sev3,2.676698,0.050462,0.692000,0.615843,0.638241,0.383263,0.379803,0.309786
breeds,entity13,corr_source_defocus_blur_sev3,2.779171,0.060462,0.694923,0.616178,0.645233,0.381842,0.374803,0.306106
breeds,entity13,corr_source_defocus_blur_sev3,2.908289,0.070615,0.697385,0.618925,0.653113,0.379074,0.369196,0.302764
breeds,entity13,corr_source_defocus_blur_sev3,3.039915,0.080769,0.702000,0.622591,0.659762,0.375744,0.364134,0.298075
breeds,entity13,corr_source_defocus_blur_sev3,3.122813,0.090769,0.704615,0.622448,0.668299,0.374456,0.357945,0.294366
breeds,entity13,corr_source_defocus_blur_sev3,3.231348,0.100923,0.708615,0.623396,0.677519,0.372511,0.351214,0.289870
breeds,entity13,corr_source_defocus_blur_sev3,3.333761,0.111077,0.713231,0.625155,0.684082,0.370065,0.345823,0.284874
breeds,entity13,corr_source_defocus_blur_sev3,3.405754,0.121077,0.715538,0.624641,0.686011,0.368879,0.342971,0.281064
breeds,entity13,corr_source_defocus_blur_sev3,3.486668,0.131231,0.718615,0.625079,0.696144,0.367094,0.335304,0.276784
breeds,entity13,corr_source_defocus_blur_sev3,3.558267,0.141385,0.721385,0.625439,0.707207,0.365313,0.326914,0.272532
breeds,entity13,corr_source_defocus_blur_sev3,3.632548,0.151385,0.724308,0.625729,0.713041,0.363555,0.321437,0.268080
breeds,entity13,corr_source_defocus_blur_sev3,3.720412,0.161538,0.727077,0.628420,0.716752,0.360298,0.317061,0.263670
breeds,entity13,corr_source_defocus_blur_sev3,3.793233,0.171538,0.730000,0.629607,0.720954,0.357895,0.312317,0.259053
breeds,entity13,corr_source_defocus_blur_sev3,3.863340,0.181692,0.731538,0.629245,0.721830,0.356353,0.309453,0.255027
breeds,entity13,corr_source_defocus_blur_sev3,3.964868,0.191846,0.733692,0.636305,0.726579,0.350180,0.304121,0.250714
breeds,entity13,corr_source_defocus_blur_sev3,4.050604,0.201846,0.735385,0.640007,0.727640,0.345984,0.301003,0.246483
breeds,entity13,corr_source_defocus_blur_sev3,4.128646,0.212000,0.736615,0.641345,0.733465,0.343150,0.294742,0.242436
breeds,entity13,corr_source_defocus_blur_sev3,4.200203,0.222154,0.739077,0.643035,0.736991,0.340017,0.289796,0.237540
breeds,entity13,corr_source_defocus_blur_sev3,4.275035,0.232154,0.738923,0.647733,0.741256,0.334874,0.284281,0.234128
breeds,entity13,corr_source_defocus_blur_sev3,4.356153,0.242308,0.741692,0.648455,0.745202,0.332185,0.278786,0.228786
breeds,entity13,corr_source_defocus_blur_sev3,4.427260,0.252462,0.745077,0.652230,0.748379,0.327381,0.273657,0.222885
breeds,entity13,corr_source_defocus_blur_sev3,4.498120,0.262462,0.746769,0.653125,0.751041,0.324433,0.268783,0.217935
breeds,entity13,corr_source_defocus_blur_sev3,4.577040,0.272615,0.748000,0.655007,0.751086,0.320689,0.265525,0.213198
breeds,entity13,corr_source_defocus_blur_sev3,4.658930,0.282769,0.747077,0.657960,0.753861,0.316092,0.260270,0.209781
breeds,entity13,corr_source_defocus_blur_sev3,4.730196,0.292769,0.749385,0.659595,0.757031,0.312336,0.254640,0.203913
breeds,entity13,corr_source_defocus_blur_sev3,4.791615,0.302923,0.750308,0.659653,0.758229,0.309560,0.250207,0.199073
breeds,entity13,corr_source_defocus_blur_sev3,4.877401,0.313077,0.748769,0.662768,0.757756,0.304478,0.246858,0.195657
breeds,entity13,corr_source_defocus_blur_sev3,4.947330,0.323077,0.748923,0.663534,0.756760,0.301024,0.243854,0.191093
breeds,entity13,corr_source_defocus_blur_sev3,5.024325,0.333231,0.749231,0.666719,0.759927,0.295605,0.237579,0.186159
breeds,entity13,corr_source_defocus_blur_sev3,5.090616,0.343231,0.748154,0.666526,0.762516,0.292640,0.231612,0.182244
breeds,entity13,corr_source_defocus_blur_sev3,5.171280,0.353385,0.749077,0.669663,0.762369,0.286958,0.227512,0.176457
breeds,entity13,corr_source_defocus_blur_sev3,5.250086,0.363538,0.750000,0.672873,0.761895,0.281037,0.223536,0.170655
breeds,entity13,corr_source_defocus_blur_sev3,5.318619,0.373538,0.750462,0.671387,0.762550,0.278728,0.218600,0.165029
breeds,entity13,corr_source_defocus_blur_sev3,5.401076,0.383692,0.748000,0.672471,0.764924,0.274204,0.212039,0.161186
breeds,entity13,corr_source_defocus_blur_sev3,5.489002,0.393846,0.746462,0.676680,0.764605,0.266949,0.207478,0.157067
breeds,entity13,corr_source_defocus_blur_sev3,5.574222,0.403846,0.746615,0.679407,0.762411,0.260753,0.204411,0.151226
breeds,entity13,corr_source_defocus_blur_sev3,5.649666,0.414000,0.744154,0.680843,0.761947,0.255382,0.199685,0.147167
breeds,entity13,corr_source_defocus_blur_sev3,5.723592,0.424154,0.742308,0.682160,0.761660,0.249925,0.194639,0.142666
breeds,entity13,corr_source_defocus_blur_sev3,5.812177,0.434154,0.740923,0.685300,0.760543,0.242731,0.190230,0.137388
breeds,entity13,corr_source_defocus_blur_sev3,5.888204,0.444308,0.739077,0.687953,0.759333,0.235643,0.185658,0.132614
breeds,entity13,corr_source_defocus_blur_sev3,5.971333,0.454462,0.737231,0.690381,0.758658,0.228498,0.180426,0.127288
breeds,entity13,corr_source_defocus_blur_sev3,6.037230,0.464462,0.734000,0.686667,0.758693,0.226895,0.174426,0.123033
breeds,entity13,corr_source_defocus_blur_sev3,6.114098,0.474615,0.729077,0.686774,0.756815,0.221515,0.169921,0.120619
breeds,entity13,corr_source_defocus_blur_sev3,6.208490,0.484769,0.725077,0.687220,0.754418,0.215594,0.165742,0.117278
breeds,entity13,corr_source_defocus_blur_sev3,6.313087,0.494769,0.722154,0.688534,0.751090,0.208665,0.162420,0.112394
breeds,entity13,corr_source_defocus_blur_sev3,6.409547,0.504923,0.716923,0.690105,0.751631,0.201103,0.154950,0.109904
breeds,entity13,corr_source_defocus_blur_sev3,6.496015,0.514923,0.710923,0.689706,0.750098,0.195352,0.149417,0.108014
breeds,entity13,corr_source_defocus_blur_sev3,6.577903,0.525077,0.705077,0.690845,0.749159,0.187639,0.142910,0.105825
breeds,entity13,corr_source_defocus_blur_sev3,6.664765,0.535231,0.700769,0.691728,0.745645,0.179866,0.138889,0.101919
breeds,entity13,corr_source_defocus_blur_sev3,6.751336,0.545231,0.695077,0.690489,0.741148,0.174189,0.135893,0.099257
breeds,entity13,corr_source_defocus_blur_sev3,6.844260,0.555385,0.689538,0.690435,0.740358,0.166808,0.128465,0.096540
breeds,entity13,corr_source_defocus_blur_sev3,6.948259,0.565538,0.684923,0.690400,0.737119,0.159062,0.123511,0.092324
breeds,entity13,corr_source_defocus_blur_sev3,7.051254,0.575538,0.678308,0.691648,0.736079,0.149559,0.115866,0.090253
breeds,entity13,corr_source_defocus_blur_sev3,7.139033,0.585692,0.671538,0.688818,0.730086,0.144386,0.113683,0.088333
breeds,entity13,corr_source_defocus_blur_sev3,7.238183,0.595846,0.666923,0.687294,0.727976,0.137336,0.106588,0.084062
breeds,entity13,corr_source_defocus_blur_sev3,7.329092,0.605846,0.661231,0.686473,0.724929,0.129177,0.100472,0.080464
breeds,entity13,corr_source_defocus_blur_sev3,7.418507,0.616000,0.655385,0.684777,0.720210,0.121581,0.096053,0.077324
breeds,entity13,corr_source_defocus_blur_sev3,7.548496,0.626154,0.648615,0.683791,0.714755,0.112620,0.092377,0.074836
breeds,entity13,corr_source_defocus_blur_sev3,7.661649,0.636154,0.642923,0.681433,0.710995,0.105214,0.086341,0.071006
breeds,entity13,corr_source_defocus_blur_sev3,7.780495,0.646308,0.637385,0.677733,0.704750,0.099112,0.083294,0.066377
breeds,entity13,corr_source_defocus_blur_sev3,7.894366,0.656462,0.630000,0.673427,0.697979,0.093530,0.080833,0.064343
breeds,entity13,corr_source_defocus_blur_sev3,8.001567,0.666462,0.623077,0.668066,0.692560,0.089380,0.076389,0.061723
breeds,entity13,corr_source_defocus_blur_sev3,8.140231,0.676615,0.615692,0.664267,0.686529,0.082361,0.072412,0.059354
breeds,entity13,corr_source_defocus_blur_sev3,8.269590,0.686615,0.608769,0.659123,0.680643,0.077240,0.068158,0.056345
breeds,entity13,corr_source_defocus_blur_sev3,8.390601,0.696769,0.602000,0.654275,0.672691,0.071078,0.066810,0.052765
breeds,entity13,corr_source_defocus_blur_sev3,8.497454,0.706923,0.593692,0.648147,0.664539,0.066673,0.065710,0.051417
breeds,entity13,corr_source_defocus_blur_sev3,8.637926,0.716923,0.585538,0.641013,0.658546,0.063966,0.060955,0.049622
breeds,entity13,corr_source_defocus_blur_sev3,8.761451,0.727077,0.576923,0.633204,0.651174,0.062049,0.058126,0.048685
breeds,entity13,corr_source_defocus_blur_sev3,8.877960,0.737231,0.568000,0.626592,0.644542,0.057709,0.053671,0.048595
breeds,entity13,corr_source_defocus_blur_sev3,9.024390,0.747231,0.560462,0.620621,0.636938,0.052022,0.051053,0.045537
breeds,entity13,corr_source_defocus_blur_sev3,9.152174,0.757385,0.553385,0.612991,0.628160,0.048998,0.050355,0.041087
breeds,entity13,corr_source_defocus_blur_sev3,9.273362,0.767538,0.544769,0.604186,0.620072,0.048237,0.048110,0.039656
breeds,entity13,corr_source_defocus_blur_sev3,9.414402,0.777538,0.536923,0.596767,0.612332,0.044604,0.045194,0.036376
breeds,entity13,corr_source_defocus_blur_sev3,9.577386,0.787692,0.528000,0.589158,0.606028,0.040742,0.038288,0.035050
breeds,entity13,corr_source_defocus_blur_sev3,9.748041,0.797846,0.519692,0.582552,0.597192,0.034014,0.036953,0.032600
breeds,entity13,corr_source_defocus_blur_sev3,9.901442,0.807846,0.512154,0.573468,0.589132,0.033402,0.033828,0.027844
breeds,entity13,corr_source_defocus_blur_sev3,10.069830,0.818000,0.502923,0.565737,0.580948,0.028610,0.030303,0.027027
breeds,entity13,corr_source_defocus_blur_sev3,10.234008,0.828154,0.493692,0.556986,0.572209,0.026219,0.027978,0.025916
breeds,entity13,corr_source_defocus_blur_sev3,10.372351,0.838154,0.484923,0.547905,0.562876,0.025000,0.027645,0.023474
breeds,entity13,corr_source_defocus_blur_sev3,10.569038,0.848308,0.474769,0.538479,0.554432,0.024272,0.023859,0.023474
breeds,entity13,corr_source_defocus_blur_sev3,10.753872,0.858308,0.465077,0.529988,0.545456,0.020660,0.021930,0.023474
breeds,entity13,corr_source_defocus_blur_sev3,10.950590,0.868462,0.456154,0.520401,0.535946,0.020100,0.021176,0.022599
breeds,entity13,corr_source_defocus_blur_sev3,11.191914,0.878615,0.448154,0.510797,0.526222,0.019517,0.021176,0.016169
breeds,entity13,corr_source_defocus_blur_sev3,11.379671,0.888615,0.438462,0.501309,0.517049,0.018973,0.019364,0.015605
breeds,entity13,corr_source_defocus_blur_sev3,11.563000,0.898769,0.428923,0.491999,0.507604,0.016707,0.017804,0.014599
breeds,entity13,corr_source_defocus_blur_sev3,11.860465,0.908923,0.419077,0.482495,0.498272,0.015002,0.015280,0.014063
breeds,entity13,corr_source_defocus_blur_sev3,12.171030,0.918923,0.409077,0.473270,0.489014,0.012070,0.012590,0.014063
breeds,entity13,corr_source_defocus_blur_sev3,12.501059,0.929077,0.399538,0.463362,0.479116,0.012070,0.012590,0.014063
breeds,entity13,corr_source_defocus_blur_sev3,12.796709,0.939231,0.390000,0.453575,0.469360,0.011068,0.011416,0.011737
breeds,entity13,corr_source_defocus_blur_sev3,13.160148,0.949231,0.380615,0.443796,0.459588,0.011068,0.011416,0.008772
breeds,entity13,corr_source_defocus_blur_sev3,13.519679,0.959385,0.370462,0.433867,0.449666,0.011068,0.011416,0.008772
breeds,entity13,corr_source_defocus_blur_sev3,13.955965,0.969538,0.360308,0.423938,0.439744,0.011068,0.011416,0.008772
breeds,entity13,corr_source_defocus_blur_sev3,14.652310,0.979538,0.350615,0.414363,0.430186,0.006094,0.006211,0.008772
breeds,entity13,corr_source_defocus_blur_sev3,15.860496,0.989692,0.340769,0.404458,0.420286,0.000000,0.000000,0.008772
breeds,entity13,corr_source_defocus_blur_sev3,20.405939,0.999846,0.330923,0.394304,0.410132,0.000000,0.000000,0.000000
breeds,entity13,corr_source_defocus_blur_sev4,0.908443,0.000000,0.528308,0.447634,0.410369,0.552366,0.589631,0.471692
breeds,entity13,corr_source_defocus_blur_sev4,1.624648,0.010000,0.534308,0.450005,0.423697,0.551698,0.583805,0.468376
breeds,entity13,corr_source_defocus_blur_sev4,1.886554,0.020154,0.540462,0.454734,0.442109,0.549820,0.575278,0.464835
breeds,entity13,corr_source_defocus_blur_sev4,2.037084,0.030154,0.547077,0.458528,0.455151,0.548378,0.569330,0.461136
breeds,entity13,corr_source_defocus_blur_sev4,2.186028,0.040308,0.553538,0.464646,0.463406,0.545702,0.565763,0.457358
breeds,entity13,corr_source_defocus_blur_sev4,2.279193,0.050462,0.560308,0.468378,0.479386,0.544226,0.558051,0.453338
breeds,entity13,corr_source_defocus_blur_sev4,2.381151,0.060462,0.566615,0.470900,0.495200,0.543354,0.550254,0.449484
breeds,entity13,corr_source_defocus_blur_sev4,2.478951,0.070615,0.572462,0.473749,0.508031,0.542295,0.543900,0.445749
breeds,entity13,corr_source_defocus_blur_sev4,2.562106,0.080769,0.579231,0.478182,0.527090,0.540352,0.534018,0.441506
breeds,entity13,corr_source_defocus_blur_sev4,2.662490,0.090769,0.584923,0.485659,0.533819,0.536684,0.530692,0.437659
breeds,entity13,corr_source_defocus_blur_sev4,2.744193,0.100923,0.588923,0.492043,0.547219,0.533547,0.523586,0.434731
breeds,entity13,corr_source_defocus_blur_sev4,2.822559,0.111077,0.595385,0.495479,0.559525,0.531998,0.516934,0.430426
breeds,entity13,corr_source_defocus_blur_sev4,2.901009,0.121077,0.598615,0.501335,0.572679,0.529030,0.509643,0.427796
breeds,entity13,corr_source_defocus_blur_sev4,2.956219,0.131231,0.602923,0.502285,0.585239,0.528823,0.502527,0.424473
breeds,entity13,corr_source_defocus_blur_sev4,3.029696,0.141385,0.609385,0.507512,0.594237,0.526120,0.497318,0.419817
breeds,entity13,corr_source_defocus_blur_sev4,3.096115,0.151385,0.614462,0.511825,0.603399,0.523887,0.491888,0.415881
breeds,entity13,corr_source_defocus_blur_sev4,3.166403,0.161538,0.618769,0.516984,0.610415,0.521100,0.487606,0.412294
breeds,entity13,corr_source_defocus_blur_sev4,3.237485,0.171538,0.623846,0.522004,0.616311,0.518325,0.483898,0.408171
breeds,entity13,corr_source_defocus_blur_sev4,3.316207,0.181692,0.628769,0.530575,0.625763,0.513315,0.477923,0.403947
breeds,entity13,corr_source_defocus_blur_sev4,3.370508,0.191846,0.631231,0.533093,0.634025,0.511924,0.472534,0.401218
breeds,entity13,corr_source_defocus_blur_sev4,3.413182,0.201846,0.636308,0.533331,0.643984,0.511924,0.465951,0.396877
breeds,entity13,corr_source_defocus_blur_sev4,3.476265,0.212000,0.638154,0.538283,0.655802,0.508936,0.458013,0.394306
breeds,entity13,corr_source_defocus_blur_sev4,3.538210,0.222154,0.640615,0.542724,0.665093,0.506198,0.451493,0.391236
breeds,entity13,corr_source_defocus_blur_sev4,3.586667,0.232154,0.643846,0.543609,0.672821,0.505703,0.445829,0.387821
breeds,entity13,corr_source_defocus_blur_sev4,3.633801,0.242308,0.647231,0.544876,0.684674,0.504943,0.437281,0.384162
breeds,entity13,corr_source_defocus_blur_sev4,3.692714,0.252462,0.651846,0.550960,0.692018,0.500941,0.431517,0.379502
breeds,entity13,corr_source_defocus_blur_sev4,3.750181,0.262462,0.654769,0.556278,0.697001,0.497348,0.427210,0.375887
breeds,entity13,corr_source_defocus_blur_sev4,3.807298,0.272615,0.657538,0.557843,0.708752,0.496236,0.418116,0.372172
breeds,entity13,corr_source_defocus_blur_sev4,3.859176,0.282769,0.660308,0.560690,0.715640,0.494198,0.412156,0.368432
breeds,entity13,corr_source_defocus_blur_sev4,3.908429,0.292769,0.665692,0.563915,0.721209,0.491835,0.406977,0.362845
breeds,entity13,corr_source_defocus_blur_sev4,3.957803,0.302923,0.668154,0.566120,0.727149,0.490135,0.401361,0.359082
breeds,entity13,corr_source_defocus_blur_sev4,4.007177,0.313077,0.669385,0.572412,0.731390,0.485409,0.396815,0.356008
breeds,entity13,corr_source_defocus_blur_sev4,4.068209,0.323077,0.673846,0.578647,0.731391,0.480588,0.395290,0.350602
breeds,entity13,corr_source_defocus_blur_sev4,4.120243,0.333231,0.676615,0.581747,0.733544,0.477968,0.392082,0.346322
breeds,entity13,corr_source_defocus_blur_sev4,4.183268,0.343231,0.679846,0.587869,0.738732,0.472972,0.386489,0.341532
breeds,entity13,corr_source_defocus_blur_sev4,4.250041,0.353385,0.680154,0.596460,0.741751,0.465905,0.382372,0.338806
breeds,entity13,corr_source_defocus_blur_sev4,4.308694,0.363538,0.681077,0.600381,0.748323,0.462280,0.375332,0.335509
breeds,entity13,corr_source_defocus_blur_sev4,4.365653,0.373538,0.684923,0.605859,0.753513,0.457306,0.369200,0.329813
breeds,entity13,corr_source_defocus_blur_sev4,4.416524,0.383692,0.686154,0.610237,0.756149,0.453051,0.364906,0.326011
breeds,entity13,corr_source_defocus_blur_sev4,4.475004,0.393846,0.687385,0.614554,0.766686,0.448703,0.353952,0.321673
breeds,entity13,corr_source_defocus_blur_sev4,4.531557,0.403846,0.688462,0.616367,0.770384,0.446322,0.348401,0.318194
breeds,entity13,corr_source_defocus_blur_sev4,4.583269,0.414000,0.691846,0.617594,0.777958,0.444345,0.339311,0.312155
breeds,entity13,corr_source_defocus_blur_sev4,4.640367,0.424154,0.693077,0.621602,0.777880,0.439883,0.336545,0.307775
breeds,entity13,corr_source_defocus_blur_sev4,4.695827,0.434154,0.695385,0.625959,0.779612,0.434972,0.332126,0.302174
breeds,entity13,corr_source_defocus_blur_sev4,4.769247,0.444308,0.698154,0.632561,0.785853,0.427842,0.323443,0.296235
breeds,entity13,corr_source_defocus_blur_sev4,4.822825,0.454462,0.698154,0.638403,0.790640,0.421145,0.315770,0.292360
breeds,entity13,corr_source_defocus_blur_sev4,4.879545,0.464462,0.698615,0.644214,0.793224,0.414247,0.309917,0.287844
breeds,entity13,corr_source_defocus_blur_sev4,4.947628,0.474615,0.698615,0.650879,0.794605,0.406247,0.304929,0.284041
breeds,entity13,corr_source_defocus_blur_sev4,5.021542,0.484769,0.698615,0.657747,0.796163,0.397734,0.299573,0.279785
breeds,entity13,corr_source_defocus_blur_sev4,5.100472,0.494769,0.700308,0.662073,0.795937,0.391430,0.295830,0.273668
breeds,entity13,corr_source_defocus_blur_sev4,5.160891,0.504923,0.700308,0.665857,0.796244,0.385381,0.291332,0.268861
breeds,entity13,corr_source_defocus_blur_sev4,5.218016,0.514923,0.701077,0.666628,0.797352,0.382223,0.285889,0.263559
breeds,entity13,corr_source_defocus_blur_sev4,5.300585,0.525077,0.701385,0.675606,0.801253,0.370253,0.277203,0.257845
breeds,entity13,corr_source_defocus_blur_sev4,5.383608,0.535231,0.700154,0.683053,0.802058,0.359407,0.271470,0.254136
breeds,entity13,corr_source_defocus_blur_sev4,5.463592,0.545231,0.699692,0.684806,0.802012,0.354388,0.266495,0.249073
breeds,entity13,corr_source_defocus_blur_sev4,5.530097,0.555385,0.697846,0.686700,0.801075,0.348933,0.262216,0.245675
breeds,entity13,corr_source_defocus_blur_sev4,5.602758,0.565538,0.697538,0.689190,0.800876,0.342537,0.256889,0.240085
breeds,entity13,corr_source_defocus_blur_sev4,5.666368,0.575538,0.694615,0.689296,0.801284,0.338702,0.250680,0.237405
breeds,entity13,corr_source_defocus_blur_sev4,5.741208,0.585692,0.695846,0.693535,0.801184,0.329633,0.244691,0.229399
breeds,entity13,corr_source_defocus_blur_sev4,5.824351,0.595846,0.695538,0.697167,0.802453,0.320859,0.236706,0.222814
breeds,entity13,corr_source_defocus_blur_sev4,5.903261,0.605846,0.696000,0.700637,0.800939,0.311912,0.231946,0.215373
breeds,entity13,corr_source_defocus_blur_sev4,5.971510,0.616000,0.695385,0.700414,0.799822,0.307230,0.226313,0.208734
breeds,entity13,corr_source_defocus_blur_sev4,6.051612,0.626154,0.692308,0.702466,0.799989,0.299250,0.218656,0.204938
breeds,entity13,corr_source_defocus_blur_sev4,6.133685,0.636154,0.690308,0.704944,0.798688,0.290327,0.212711,0.199410
breeds,entity13,corr_source_defocus_blur_sev4,6.234377,0.646308,0.688154,0.710624,0.794928,0.276277,0.209779,0.193829
breeds,entity13,corr_source_defocus_blur_sev4,6.317112,0.656462,0.685385,0.712089,0.791003,0.267533,0.206915,0.188983
breeds,entity13,corr_source_defocus_blur_sev4,6.395975,0.666462,0.683077,0.712629,0.788060,0.259754,0.202539,0.182781
breeds,entity13,corr_source_defocus_blur_sev4,6.495538,0.676615,0.679385,0.715142,0.784913,0.248325,0.198065,0.178792
breeds,entity13,corr_source_defocus_blur_sev4,6.585003,0.686615,0.676154,0.714153,0.782539,0.241872,0.192218,0.173615
breeds,entity13,corr_source_defocus_blur_sev4,6.673266,0.696769,0.673385,0.712479,0.778717,0.235990,0.188214,0.167428
breeds,entity13,corr_source_defocus_blur_sev4,6.793196,0.706923,0.671231,0.711090,0.776200,0.229213,0.181706,0.159580
breeds,entity13,corr_source_defocus_blur_sev4,6.882102,0.716923,0.667077,0.709166,0.771118,0.223045,0.179438,0.153929
breeds,entity13,corr_source_defocus_blur_sev4,6.999258,0.727077,0.661846,0.708284,0.768232,0.214357,0.172799,0.150954
breeds,entity13,corr_source_defocus_blur_sev4,7.105561,0.737231,0.658154,0.707622,0.766897,0.204578,0.162696,0.145199
breeds,entity13,corr_source_defocus_blur_sev4,7.211426,0.747231,0.654308,0.704738,0.763476,0.198595,0.156118,0.138771
breeds,entity13,corr_source_defocus_blur_sev4,7.332973,0.757385,0.650923,0.702817,0.759550,0.189940,0.149818,0.130462
breeds,entity13,corr_source_defocus_blur_sev4,7.468515,0.767538,0.646923,0.701564,0.755076,0.179092,0.144144,0.123016
breeds,entity13,corr_source_defocus_blur_sev4,7.583121,0.777538,0.642462,0.699089,0.751326,0.170230,0.136578,0.116183
breeds,entity13,corr_source_defocus_blur_sev4,7.701272,0.787692,0.637231,0.697266,0.748689,0.158752,0.125407,0.110065
breeds,entity13,corr_source_defocus_blur_sev4,7.811430,0.797846,0.631077,0.692166,0.743240,0.154224,0.120067,0.104478
breeds,entity13,corr_source_defocus_blur_sev4,7.978097,0.807846,0.624769,0.693133,0.738323,0.133714,0.113090,0.101276
breeds,entity13,corr_source_defocus_blur_sev4,8.139301,0.818000,0.616154,0.688552,0.732206,0.125865,0.108310,0.101205
