dataset,breeds_name,testset,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,living17,imagenet_val_source,0.685882,0.328235,0.315409,0.315885,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.696471,0.317647,0.304821,0.305297,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.706471,0.307647,0.294821,0.295297,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.716471,0.297647,0.284821,0.285297,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.726471,0.287647,0.274821,0.275297,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.736471,0.277647,0.264821,0.265297,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.746471,0.267647,0.254821,0.255297,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.757059,0.257059,0.244232,0.244709,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.767059,0.247059,0.234232,0.234709,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.777059,0.237059,0.224232,0.224709,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.787059,0.227059,0.214232,0.214709,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.797059,0.217059,0.204232,0.204709,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.807059,0.207059,0.194232,0.194709,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.817647,0.196471,0.183644,0.184121,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.827647,0.186471,0.173644,0.174121,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.837647,0.176471,0.163644,0.164121,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.847647,0.166471,0.153644,0.154121,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.857647,0.156471,0.143644,0.144121,0.000000,0.000000,0.001250
breeds,living17,imagenet_val_source,0.867647,0.146471,0.133644,0.134121,0.000000,0.000000,0.001250
